0.30, 0.30, -0.46
0.30, 0.30, -0.46
0.30, 0.30, -1.93
0.30, 0.30, -2.36
0.30, 0.30, -0.70
0.30, 0.30, -0.70
0.90, 0.90, -2.26
0.90, 0.90, -0.03
2.10, 1.50, -0.03
2.10, 1.50, -0.03
0.30, 0.30, -2.26
0.30, 0.30, -1.78
3.30, 2.70, -1.78
0.90, 0.90, -2.16
3.30, 2.70, 0.03
2.70, 1.50, -0.31
6.90, 4.50, -1.78
6.90, 4.50, -1.33
6.90, 4.50, -0.73
6.90, 4.50, -1.11
2.70, 1.50, 0.07
9.90, 0.30, -3.11
9.90, 0.30, -3.11
0.30, 0.30, -0.03
9.30, 0.30, -0.03
4.50, 3.30, -0.03
